country,tipi1,tipi2,tipi3,tipi4,tipi5,tipi6,tipi7,tipi8,tipi9,tipi10,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,family_size,stress_score,anxiety_score,depression_score,stress_category,anxiety_category,depression_category
MY,5,5,7,5,7,1,5,5,5,3,3,3,2,2,21,1,10,0,10,2,1,0,23,23,13,2,4,1
MY,4,5,6,7,3,1,5,6,3,6,3,1,2,2,22,1,10,4,10,2,1,4,29,14,29,3,2,4
US,5,2,6,2,7,4,7,4,5,1,4,1,2,2,22,1,10,1,70,1,1,2,13,8,7,0,1,0
MY,2,3,5,5,5,2,6,1,4,4,3,2,2,2,24,1,10,1,10,2,2,3,29,14,38,3,2,4
AU,5,2,6,2,5,4,7,1,5,3,2,2,2,1,20,1,6,1,20,1,1,3,19,13,17,2,2,2
MY,2,5,7,7,2,6,4,1,5,3,2,3,2,2,22,1,10,1,10,2,1,5,27,18,22,3,3,3
ID,2,2,4,6,4,6,7,6,4,3,2,3,1,2,18,1,6,5,70,1,1,1,37,32,36,4,4,4
MY,5,4,7,5,7,7,4,2,5,6,3,2,2,1,22,1,10,4,10,1,1,2,17,11,11,1,2,1
MY,4,5,5,6,3,6,5,2,2,4,3,3,2,2,22,1,10,1,10,2,1,6,19,17,24,2,3,3
MY,5,6,6,6,5,6,6,2,6,3,2,3,2,2,18,1,10,1,10,2,1,5,15,4,3,1,0,0
MY,4,5,7,6,2,7,7,3,5,2,3,1,2,2,20,1,10,1,10,2,1,7,24,26,22,2,4,3
MY,5,1,5,5,6,1,7,3,5,5,2,3,2,2,20,1,10,1,10,2,1,5,9,6,5,0,0,0
MY,0,5,4,7,6,5,6,4,3,4,3,3,1,2,20,1,10,1,10,2,1,6,36,35,37,4,4,4
MY,5,4,6,6,6,3,6,5,4,7,2,1,2,2,20,1,10,1,10,2,1,6,33,17,13,3,3,1
US,7,2,7,3,7,3,7,2,5,4,4,1,2,2,22,1,10,0,10,0,0,3,13,13,7,0,2,0
MY,1,2,5,5,4,6,4,3,5,4,3,2,2,2,22,1,10,0,10,2,1,7,12,15,27,0,3,3
EC,1,7,6,5,5,7,2,6,2,1,2,3,2,2,22,1,4,1,70,1,1,2,27,13,42,3,2,4
MY,6,5,6,3,6,6,6,3,5,6,2,3,1,1,18,1,10,3,10,2,1,4,13,8,6,0,1,0
MY,4,3,3,3,6,5,5,3,3,5,1,3,2,2,16,1,10,1,10,2,1,2,15,9,15,1,1,2
MY,6,4,7,4,7,1,6,3,7,2,2,3,1,2,18,1,10,1,70,2,1,6,10,12,9,0,2,0
MY,5,5,2,5,3,7,3,5,6,7,2,3,2,2,23,1,10,0,10,2,1,3,14,15,36,0,3,4
MY,4,4,5,3,7,5,6,4,3,3,2,1,1,2,19,1,10,2,10,2,1,5,10,10,14,0,2,2
MY,5,6,5,7,3,5,5,3,2,2,2,2,2,2,19,1,10,1,10,2,1,2,26,18,12,3,3,1
MY,3,5,7,6,5,7,7,6,2,5,3,3,2,2,21,1,10,1,10,2,1,6,15,11,14,1,2,2
TW,4,3,6,6,5,4,4,4,2,4,1,3,2,1,14,1,4,1,70,2,1,3,19,10,25,2,2,3
ID,3,5,5,6,7,5,5,2,5,2,3,3,2,2,28,1,12,1,10,1,2,2,27,11,24,3,2,3
MY,3,5,5,6,5,6,7,6,1,2,3,2,2,2,21,1,10,1,10,2,1,5,22,13,32,2,2,4
MY,3,5,6,2,6,7,5,4,6,2,3,3,1,2,21,1,10,5,10,2,1,3,6,11,3,0,2,0
MY,4,3,5,5,6,6,6,2,4,5,2,3,2,2,18,1,10,0,10,2,1,5,24,24,20,2,4,2
MY,6,6,5,5,6,0,6,6,4,6,2,2,2,2,21,1,10,1,10,2,1,5,13,19,9,0,3,0
MY,5,5,3,6,7,2,6,7,2,2,3,1,2,2,19,1,10,1,10,2,1,3,38,29,33,4,4,4
MY,2,4,5,7,4,7,4,5,2,4,4,3,2,1,25,1,10,1,10,2,1,4,28,22,25,3,4,3
IN,5,1,7,5,3,7,7,1,7,1,4,1,2,2,36,1,4,1,10,1,2,2,25,19,27,2,3,3
MY,3,3,4,5,4,6,6,5,6,6,3,1,2,2,21,1,10,1,10,2,1,3,10,6,5,0,0,0
MY,1,5,5,5,4,4,5,3,5,3,2,2,2,2,18,2,10,5,10,2,1,0,22,8,19,2,1,2
MY,3,5,5,7,3,7,7,6,4,6,3,2,1,2,21,1,10,1,10,2,1,2,38,38,38,4,4,4
MY,2,1,5,7,5,7,4,6,1,7,3,1,2,2,35,1,10,1,70,1,1,9,35,22,39,4,4,4
MY,7,2,2,5,7,2,5,6,4,7,2,2,2,1,18,1,10,1,10,2,1,4,25,10,16,2,2,2
MY,4,2,6,4,6,4,6,3,6,3,2,1,2,2,18,1,10,1,10,2,1,2,18,12,9,1,2,0
MY,5,5,4,6,4,4,5,7,4,4,2,2,2,1,21,1,10,0,10,2,0,2,32,31,34,3,4,4
NO,1,2,4,4,5,6,5,6,5,3,4,2,1,1,30,1,2,1,60,1,1,3,13,3,26,0,0,3
MY,4,5,4,6,4,5,6,5,2,5,3,3,2,2,24,1,10,1,10,2,1,7,33,30,21,3,4,3
MY,5,4,5,5,5,6,4,5,4,3,0,3,2,2,20,1,10,1,10,2,1,4,20,14,18,2,2,2
MY,6,4,7,5,7,2,7,5,4,1,3,1,1,2,20,1,10,1,10,2,1,3,22,14,9,2,2,0
MY,0,0,0,0,0,0,0,0,0,0,2,1,2,1,19,0,10,0,10,2,1,3,8,6,6,0,0,0
MY,6,5,6,7,4,5,4,6,4,7,3,3,2,2,22,1,10,1,10,2,1,5,27,19,16,3,3,2
NONE,1,4,7,4,3,7,7,5,4,6,2,3,2,2,21,2,10,0,10,2,1,2,12,17,31,0,3,4
MY,1,5,1,1,6,6,7,7,7,4,3,1,2,2,21,2,10,1,10,2,1,4,12,22,4,0,4,0
ID,2,1,6,6,5,7,7,4,5,4,0,3,2,2,24,1,10,1,10,1,1,3,10,8,11,0,1,1
MY,6,3,2,1,4,6,5,3,4,2,1,3,2,2,16,1,10,5,10,2,1,5,16,7,40,1,0,4
US,3,6,2,5,5,5,4,6,2,4,4,0,1,1,33,1,1,1,60,1,1,2,23,22,18,2,4,2
MY,5,4,4,3,6,2,6,5,6,5,2,3,2,2,16,1,10,0,10,2,1,6,17,16,13,1,3,1
MY,6,3,4,3,5,2,7,4,7,4,2,3,1,2,19,1,10,1,10,2,1,4,6,4,6,0,0,0
KY,2,6,5,3,5,5,6,5,3,3,3,3,2,2,23,1,7,2,10,1,1,3,18,13,14,1,2,2
MY,3,4,3,5,6,5,4,6,3,5,3,3,2,2,20,1,10,1,10,2,1,3,15,9,20,1,1,2
MY,4,7,6,7,4,2,6,5,1,4,2,1,2,2,18,1,10,0,10,2,1,3,26,19,19,3,3,2
MY,1,7,7,4,4,6,2,6,4,4,2,3,1,1,21,1,10,2,10,2,1,3,13,6,2,0,0,0
US,5,2,6,3,7,5,7,3,3,2,4,2,2,1,29,1,1,1,60,1,1,2,29,20,26,3,4,3
MY,3,6,6,6,5,6,5,3,5,3,3,3,2,2,22,1,10,1,10,2,1,4,29,21,30,3,4,4
MY,2,2,4,6,2,4,3,7,4,6,3,2,2,1,25,1,2,3,10,2,1,4,37,15,28,4,3,4
MY,6,5,3,6,4,2,5,6,5,7,1,3,2,2,16,1,10,1,10,2,1,5,9,11,11,0,2,1
GB,3,2,1,5,6,6,7,5,6,2,3,1,2,1,40,1,2,1,60,1,2,2,15,11,27,1,2,3
US,6,4,6,3,5,2,3,3,4,4,2,2,2,1,17,1,4,1,60,2,1,3,19,16,5,2,3,0
MY,6,6,6,7,7,7,7,5,2,6,4,1,2,2,47,1,10,1,10,1,3,12,22,6,23,2,0,3
MY,3,2,5,4,3,5,5,4,5,5,3,1,2,2,21,1,10,4,70,2,1,5,10,6,8,0,0,0
IE,1,2,7,4,2,1,1,1,1,7,3,3,2,1,23,3,2,2,60,1,1,2,29,18,35,3,3,4
MY,6,6,2,7,5,3,5,7,1,4,3,3,2,2,21,1,10,1,10,2,1,4,34,28,41,4,4,4
GB,4,7,7,7,7,6,1,2,1,1,3,3,3,1,18,1,4,3,70,2,1,4,39,38,33,4,4,4
MY,5,5,7,3,5,5,5,5,6,6,3,1,1,1,19,0,10,1,10,2,1,4,42,40,42,4,4,4
MY,1,5,5,7,5,5,5,3,2,4,2,3,2,2,23,1,10,1,10,2,1,3,29,20,28,3,4,4
MY,6,3,5,3,7,3,6,5,5,5,2,2,1,2,24,1,10,1,10,2,1,3,12,6,5,0,0,0
GB,1,3,2,2,5,7,6,4,5,3,3,3,1,1,24,1,1,1,70,1,1,1,20,18,21,2,3,3
MY,6,3,6,3,7,7,6,5,6,5,1,3,2,2,16,1,10,0,10,2,1,3,10,11,2,0,2,0
MY,5,6,4,7,3,6,5,3,2,3,3,3,2,2,21,1,10,1,10,2,1,4,23,9,16,2,1,2
MY,4,5,6,5,3,4,4,3,5,4,2,2,2,2,19,3,10,5,10,2,1,3,24,21,18,2,4,2
US,1,3,6,3,2,2,0,0,0,0,2,3,3,1,18,1,6,5,60,2,1,2,15,6,36,1,0,4
MY,6,2,7,6,7,6,7,1,3,6,3,2,2,2,21,1,10,5,10,2,1,5,14,15,13,0,3,1
US,1,1,1,7,7,7,1,5,4,1,2,2,1,1,18,1,2,2,60,2,1,3,34,21,41,4,4,4
MY,7,6,6,4,6,3,5,2,6,5,2,1,1,2,18,1,10,1,10,2,1,7,18,14,7,1,2,0
MY,6,3,7,2,7,6,3,3,6,2,3,2,1,2,22,1,10,1,10,2,1,8,14,14,17,0,2,2
MY,5,3,2,3,6,4,6,3,4,1,1,3,2,2,16,1,10,1,10,2,1,3,15,25,29,1,4,4
MY,4,5,7,4,6,4,5,1,4,3,3,3,2,1,19,1,10,1,10,2,1,4,26,22,18,3,4,2
MY,4,4,2,3,5,6,6,5,6,4,3,3,2,2,20,1,10,1,10,2,1,3,5,4,8,0,0,0
MY,5,5,2,7,4,6,5,7,4,6,3,3,2,1,21,2,10,5,10,2,1,2,24,17,19,2,3,2
US,1,1,7,5,6,5,6,2,6,2,3,1,2,1,24,1,1,1,60,1,1,2,28,14,10,3,2,1
MY,3,5,6,7,7,3,6,6,3,4,2,3,2,2,16,1,10,3,70,2,1,5,12,8,9,0,1,0
MY,5,6,3,5,5,5,6,5,3,5,4,3,2,2,23,1,10,1,10,2,1,2,18,9,17,1,1,2
MY,2,6,6,7,5,5,6,3,2,5,3,3,2,2,24,1,12,1,70,2,1,8,20,12,21,2,2,3
MY,5,6,6,7,5,6,7,7,4,5,3,3,2,2,19,1,10,2,10,2,1,3,23,14,26,2,2,3
MY,6,2,6,5,6,2,4,5,5,4,2,1,2,1,19,1,10,1,10,2,1,4,12,9,5,0,1,0
MY,6,2,5,5,6,5,5,7,4,6,0,0,2,2,19,1,10,0,10,2,1,2,19,5,11,2,0,1
CA,1,4,2,7,2,6,4,7,1,3,2,0,1,1,27,2,2,4,60,2,1,3,30,22,40,3,4,4
US,6,7,6,7,6,4,7,7,4,3,2,1,2,1,18,1,1,2,60,2,1,2,42,35,34,4,4,4
MY,4,2,3,7,5,7,7,7,2,4,3,1,2,1,21,1,10,1,10,2,1,5,29,38,25,3,4,3
US,7,3,7,5,6,6,7,1,6,2,2,3,1,1,22,1,0,2,60,2,1,2,28,32,20,3,4,2
MY,4,4,7,4,4,6,6,5,4,4,4,3,2,2,22,1,10,0,10,2,1,2,19,10,11,2,2,1
US,2,6,1,5,2,5,2,6,1,5,1,2,1,1,17,1,2,2,60,2,1,1,16,10,41,1,2,4
MY,6,7,5,6,4,5,5,3,3,3,2,1,2,2,19,1,10,1,10,2,1,4,24,26,19,2,4,2
US,6,2,2,6,3,2,5,6,2,3,3,3,2,1,22,1,6,1,60,2,1,2,21,23,28,2,4,4
ID,5,1,6,7,7,1,7,1,5,7,2,2,2,2,15,1,6,5,10,2,1,2,36,26,20,4,4,2
MY,7,5,5,4,7,6,7,6,6,3,3,3,1,2,20,1,10,2,10,2,1,3,17,11,19,1,2,2
US,4,6,7,5,4,7,3,1,4,1,2,3,1,1,26,1,4,1,70,1,1,3,18,8,8,1,1,0
MY,3,5,6,7,2,6,4,3,2,6,3,3,2,2,20,1,10,1,10,2,1,5,21,13,21,2,2,3
MY,5,5,0,1,6,7,7,2,3,3,3,3,2,2,19,1,10,1,10,2,1,2,18,8,11,1,1,1
US,5,3,6,6,6,4,7,1,2,1,0,1,2,1,17,1,4,1,60,2,1,3,28,17,12,3,3,1
CR,1,6,2,6,1,5,2,5,1,2,1,3,2,2,16,2,1,5,70,2,1,1,28,21,34,3,4,4
MY,2,5,4,6,6,6,7,6,3,1,2,2,2,2,19,1,4,2,10,2,1,4,22,13,25,2,2,3
MY,4,4,6,6,6,2,6,4,5,4,2,3,2,2,19,1,10,1,10,2,1,2,20,23,10,2,4,1
US,4,4,4,5,4,7,4,7,7,2,2,3,2,1,15,1,2,2,60,2,1,5,29,29,41,3,4,4
MY,2,3,1,5,4,6,7,7,3,2,2,3,2,2,17,1,10,1,10,2,1,4,20,21,18,2,4,2
MY,1,7,5,7,5,7,7,7,1,5,3,2,2,2,22,1,10,1,10,2,1,3,41,39,42,4,4,4
MY,1,6,4,6,5,7,3,5,2,5,3,3,2,2,19,1,10,1,10,2,1,3,26,19,34,3,3,4
US,4,4,4,7,3,7,3,5,2,2,2,3,2,1,15,1,2,2,60,2,1,5,29,24,42,3,4,4
MY,5,5,5,7,5,7,7,4,2,7,4,1,2,2,27,1,12,2,70,1,2,3,32,37,27,3,4,3
US,1,2,3,7,4,5,3,6,1,2,1,1,2,1,15,1,1,2,60,2,1,3,13,13,13,0,2,1
MY,4,5,7,5,6,7,7,5,6,6,4,3,2,2,23,1,10,1,10,2,1,4,11,5,7,0,0,0
MY,5,1,5,4,5,3,3,7,4,7,2,2,2,2,19,1,10,3,10,2,1,6,5,3,7,0,0,0
MY,6,5,7,5,5,6,6,2,5,4,3,2,2,2,20,1,10,1,10,2,1,1,3,2,3,0,0,0
MY,6,3,6,5,6,2,6,3,6,3,3,3,2,2,19,1,10,1,10,2,1,3,10,2,6,0,0,0
MY,6,5,6,5,6,3,3,3,5,5,3,2,2,1,20,1,10,1,10,2,1,3,12,8,5,0,1,0
US,4,7,7,7,7,7,5,2,2,1,2,3,1,1,26,1,12,1,30,2,1,2,33,11,13,3,2,1
US,5,5,5,4,6,3,4,7,3,5,2,3,1,2,18,1,10,1,10,2,1,3,17,8,12,1,1,1
MY,2,1,5,3,6,2,4,3,3,3,4,3,1,2,24,1,10,1,10,2,1,7,7,19,15,0,3,2
US,2,6,6,7,3,5,5,5,3,5,4,1,2,1,29,2,7,1,60,2,3,2,42,35,40,4,4,4
MY,4,4,5,6,6,6,6,5,4,4,3,2,2,2,20,2,10,0,10,2,1,2,27,18,27,3,3,3
ID,6,5,7,2,6,5,7,1,6,2,3,2,2,2,22,1,10,1,10,1,1,3,11,7,7,0,0,0
MY,4,3,6,7,6,7,6,5,6,4,3,1,2,2,20,1,10,0,10,2,1,5,18,16,6,1,3,0
MY,2,1,2,6,6,7,5,7,4,7,2,1,1,2,19,1,10,1,10,2,1,4,31,25,33,3,4,4
US,2,5,5,4,7,5,6,7,2,2,1,3,2,1,17,1,7,1,60,2,1,2,33,16,39,3,3,4
MY,4,4,5,4,6,1,7,5,3,1,2,2,2,1,19,1,10,2,10,2,1,0,23,24,27,2,4,3
MY,5,4,5,3,5,5,5,1,5,3,3,1,2,2,20,1,10,1,10,2,1,2,6,2,11,0,0,1
MY,3,3,6,5,7,7,7,5,5,7,0,1,0,2,19,1,10,1,10,2,1,3,31,17,24,3,3,3
MY,3,2,5,4,4,7,4,5,6,4,3,3,2,2,20,1,10,4,10,2,1,5,21,7,31,2,0,4
MY,3,5,6,5,5,7,7,4,3,6,3,3,1,2,20,1,10,1,10,2,1,2,14,7,17,0,0,2
MY,5,3,6,5,4,7,6,6,5,5,3,3,2,2,28,1,10,5,10,2,1,3,16,11,24,1,2,3
MY,5,5,6,3,6,3,6,2,5,4,3,1,1,2,20,1,10,1,10,2,1,7,12,4,5,0,0,0
MY,3,5,5,7,4,6,7,3,3,3,3,2,1,2,21,1,10,1,10,2,1,2,35,39,36,4,4,4
PT,2,1,5,5,4,6,6,6,3,2,3,3,2,2,51,1,2,1,60,1,2,2,19,13,17,2,2,2
IN,1,3,1,7,4,7,7,7,1,1,2,3,2,1,16,1,4,0,10,2,1,2,36,24,40,4,4,4
MY,4,4,4,4,4,4,4,5,4,4,2,1,2,2,19,1,10,1,10,2,1,8,18,10,20,1,2,2
MY,6,2,6,1,6,1,5,6,6,3,2,3,2,2,19,2,10,2,10,2,1,4,6,6,8,0,0,0
MY,5,6,6,6,6,1,4,1,3,5,3,1,2,2,20,1,10,1,10,2,1,8,21,10,4,2,2,0
MY,7,3,5,5,7,1,7,5,5,6,3,1,2,2,20,1,10,4,10,2,1,7,33,27,24,3,4,3
US,2,6,2,6,3,6,2,7,3,2,4,3,1,2,30,1,11,1,10,2,1,1,15,0,23,1,0,3
MY,4,5,7,5,5,5,4,4,3,5,3,3,2,2,21,1,10,1,10,2,1,5,18,21,18,1,4,2
MY,6,4,5,6,4,5,6,5,4,4,3,1,1,2,21,1,10,5,10,2,1,5,19,19,13,2,3,1
MY,1,1,1,1,7,1,7,1,7,3,2,3,2,2,21,1,10,5,10,2,1,2,7,6,4,0,0,0
US,2,6,1,6,5,5,3,6,1,5,2,1,1,1,26,1,4,3,60,1,1,2,21,17,37,2,3,4
NL,5,5,5,7,3,5,6,2,2,2,3,2,2,2,26,1,2,1,60,1,1,3,25,9,37,2,1,4
MY,1,7,4,7,5,6,3,7,2,4,2,3,2,2,16,1,10,2,10,2,1,2,40,24,34,4,4,4
MY,4,4,2,6,5,5,5,6,2,5,2,2,2,2,20,1,10,1,10,2,1,6,31,14,32,3,2,4
MY,6,7,7,7,6,5,6,6,4,7,3,1,2,2,22,1,10,1,10,2,1,2,23,8,9,2,1,0
PH,4,6,6,7,5,4,4,3,2,2,1,2,3,2,16,1,6,3,10,2,1,3,30,20,29,3,4,4
MY,6,7,6,2,7,4,4,5,6,4,4,2,1,2,22,1,10,1,10,2,1,2,5,3,3,0,0,0
PH,3,2,6,3,7,6,5,4,5,2,4,3,1,2,25,1,10,0,10,2,1,3,18,6,36,1,0,4
MY,3,7,5,7,5,7,5,7,1,1,4,3,2,1,25,1,10,4,10,2,1,4,42,40,40,4,4,4
MY,3,1,6,5,4,3,0,2,6,0,3,3,2,2,21,1,10,0,10,2,1,3,24,12,20,2,2,2
PH,7,6,7,5,5,4,5,7,4,3,0,2,2,2,16,1,4,2,10,2,1,2,22,12,10,2,2,1
US,5,5,4,2,5,3,6,3,7,3,3,2,1,2,20,1,10,1,10,2,1,3,1,0,0,0,0,0
MY,4,5,5,7,2,7,5,6,5,6,3,2,2,2,20,1,10,1,10,2,1,2,17,7,8,1,0,0
MY,3,3,7,7,7,4,6,7,2,1,2,3,2,1,16,1,10,0,10,2,1,4,33,27,39,3,4,4
MY,1,1,6,6,5,7,6,7,3,4,3,3,2,1,20,1,10,1,10,2,1,4,19,25,28,2,4,4
US,5,4,7,6,7,2,7,3,2,1,1,3,2,1,13,1,7,2,10,2,1,3,35,19,42,4,3,4
US,6,5,7,7,7,4,5,4,5,2,3,0,2,2,46,1,7,1,70,2,2,1,28,13,21,3,2,3
US,2,3,6,5,4,7,6,5,5,2,2,2,2,1,17,3,4,1,70,2,1,3,20,3,33,2,0,4
MY,2,2,6,6,4,7,6,2,4,5,2,3,2,2,18,1,10,3,10,2,1,5,27,22,25,3,4,3
US,5,6,7,7,7,2,3,2,2,6,2,2,2,2,20,2,10,1,10,2,1,3,15,1,15,1,0,2
MY,6,3,4,5,6,5,4,6,3,4,3,3,1,2,18,1,10,1,10,2,1,3,31,21,35,3,4,4
MY,6,5,5,5,7,4,5,5,5,1,2,1,1,2,18,1,10,1,10,2,1,6,9,8,7,0,1,0
MY,2,3,6,4,5,7,7,2,4,3,2,1,1,2,18,1,10,1,10,2,1,9,26,22,25,3,4,3
MY,5,2,6,5,6,5,5,5,4,2,2,3,1,2,24,1,10,4,10,2,1,3,19,26,22,2,4,3
MY,7,5,6,3,4,6,2,6,5,6,2,1,1,2,17,1,10,1,70,2,1,4,16,15,23,1,3,3
MY,3,4,2,5,5,4,3,5,5,4,0,3,2,1,22,1,10,1,10,2,1,3,16,15,19,1,3,2
MY,4,4,6,3,6,6,7,4,4,3,3,3,2,1,21,1,10,1,70,2,1,4,12,9,9,0,1,0
MY,5,1,6,3,4,2,7,5,7,5,3,3,2,2,21,1,10,1,10,2,1,6,14,7,3,0,0,0
MY,5,6,1,7,5,3,5,6,1,7,3,3,2,2,19,1,10,0,10,0,1,4,24,18,14,2,3,2
IN,5,6,6,4,5,5,3,2,5,1,2,3,2,2,18,1,8,1,10,2,1,2,13,15,14,0,3,2
US,3,5,5,6,4,5,4,1,4,1,2,3,1,1,36,1,1,1,60,2,2,3,36,17,30,4,3,4
MY,4,1,7,1,5,2,7,5,7,1,2,1,2,2,16,1,10,5,10,2,3,3,15,11,9,1,2,0
MY,7,5,7,6,4,4,5,6,6,6,3,3,2,2,20,1,10,2,10,2,1,4,18,18,21,1,3,3
US,3,1,6,5,5,7,7,2,6,4,2,2,2,1,24,1,1,1,60,1,1,2,6,3,12,0,0,1
MY,5,1,6,5,6,6,5,1,6,5,3,2,2,2,20,1,10,4,10,2,1,5,16,22,8,1,4,0
US,1,5,3,7,4,7,6,5,2,6,2,2,2,1,20,1,1,1,70,1,1,1,35,27,38,4,4,4
NONE,3,5,6,2,6,6,7,2,7,7,3,2,2,2,21,1,10,0,10,2,0,7,4,3,1,0,0,0
GB,4,1,2,1,7,3,4,7,6,2,3,2,1,1,28,1,1,1,10,1,1,2,8,1,6,0,0,0
MY,6,7,3,7,6,2,6,6,1,5,3,3,2,2,24,1,10,1,10,2,1,5,28,11,20,3,2,2
MY,4,6,7,5,7,6,7,3,3,1,3,3,2,2,20,1,10,0,10,2,1,3,27,23,31,3,4,4
MY,6,4,7,1,6,6,6,3,7,5,3,3,2,2,22,1,10,1,10,2,1,5,1,2,3,0,0,0
CR,1,4,5,5,3,5,4,5,3,4,3,2,2,2,23,2,4,1,70,2,1,4,24,12,31,2,2,4
US,2,1,3,4,6,7,3,5,2,2,1,3,2,1,14,2,2,2,60,2,1,2,9,13,19,0,2,2
ZA,1,6,7,7,6,7,7,3,1,3,3,2,1,1,21,1,2,2,60,2,1,2,33,2,16,3,0,2
US,4,5,6,3,7,5,5,4,3,2,1,2,2,1,14,1,2,1,60,2,1,2,18,9,31,1,1,4
MY,1,4,4,7,6,6,7,7,1,1,3,2,1,2,23,2,10,1,10,2,1,3,40,39,37,4,4,4
MY,4,4,7,1,6,1,7,1,7,4,3,2,2,2,23,1,10,2,10,2,1,6,42,42,36,4,4,4
MY,4,4,6,4,7,2,4,1,7,4,4,3,2,2,21,1,10,1,10,2,1,5,12,13,13,0,2,1
MY,6,5,5,6,7,4,4,6,6,4,3,3,1,2,20,1,10,1,10,2,1,2,16,11,12,1,2,1
US,6,2,6,2,6,1,6,2,3,2,3,3,1,1,28,1,2,1,60,2,3,3,17,15,3,1,3,0
MY,1,6,6,5,6,7,5,3,2,3,3,2,2,2,21,1,10,3,10,2,1,3,31,25,17,3,4,2
US,2,5,3,6,3,5,2,5,1,6,1,3,2,1,14,1,4,2,10,2,1,4,22,14,35,2,2,4
SA,6,5,6,6,7,2,6,5,4,2,4,3,2,1,22,1,10,0,10,2,2,4,28,22,38,3,4,4
SI,3,5,4,6,7,4,4,5,2,1,2,1,2,2,32,1,12,5,60,2,1,1,17,12,23,1,2,3
US,1,1,7,4,7,7,2,1,4,4,4,2,2,1,34,1,1,1,60,2,1,3,7,1,8,0,0,0
IT,1,1,2,3,6,4,5,2,5,2,4,3,1,2,27,1,8,1,10,1,1,2,5,3,0,0,0,0
MY,5,5,3,2,5,6,4,3,3,5,2,1,1,2,19,1,10,1,10,2,1,4,4,16,3,0,3,0
NO,1,1,2,6,7,7,7,5,2,1,2,2,2,2,26,1,2,2,70,2,1,2,14,25,16,0,4,2
MY,4,5,6,6,7,7,5,6,3,2,3,2,1,2,19,2,10,1,10,2,1,4,31,23,28,3,4,4
MY,5,7,5,7,6,7,7,7,3,7,2,3,2,1,20,1,10,1,10,2,1,2,32,18,21,3,3,3
MY,4,4,4,5,4,4,5,4,3,3,3,3,2,2,21,1,10,1,10,2,1,4,2,3,3,0,0,0
MY,6,5,7,6,6,7,7,3,3,3,4,3,2,1,28,1,4,4,10,2,1,4,25,21,17,2,4,2
MY,4,4,6,2,6,1,5,6,5,5,3,1,2,2,20,2,10,1,10,2,1,4,12,11,11,0,2,1
MY,4,1,7,5,6,3,6,3,6,6,2,3,2,1,19,1,10,4,70,2,1,5,11,4,4,0,0,0
MY,6,7,1,6,6,2,6,1,2,4,2,3,2,1,19,1,10,1,10,2,1,3,7,4,5,0,0,0
US,1,3,3,5,6,6,3,4,3,2,2,2,2,1,17,1,9,3,60,2,1,1,25,21,42,2,4,4
MY,2,5,5,6,5,3,6,3,3,5,3,2,2,2,20,1,10,1,10,2,1,7,17,12,10,1,2,1
MY,7,6,5,6,7,3,4,5,1,4,4,2,2,2,29,1,10,0,10,1,1,2,32,25,25,3,4,3
US,5,3,6,3,7,7,7,5,5,3,2,2,1,1,21,1,1,1,60,2,1,3,5,5,12,0,0,1
MY,5,5,5,6,5,3,6,3,3,2,3,3,2,1,22,1,10,1,10,2,1,4,22,21,16,2,4,2
MY,5,5,6,3,4,4,4,3,6,4,3,3,2,1,20,1,10,5,10,2,1,6,9,2,5,0,0,0
US,2,1,4,7,6,6,7,2,3,3,2,1,2,1,18,1,6,2,60,2,1,2,19,9,9,2,1,0
MY,5,6,5,6,5,3,6,6,3,5,3,3,2,2,21,1,10,1,70,2,1,0,27,18,25,3,3,3
MY,4,2,5,2,3,7,7,5,3,4,2,1,2,2,16,1,10,0,10,2,1,0,19,18,13,2,3,1
SG,3,5,5,7,5,7,4,2,1,5,2,3,2,1,25,1,10,1,10,1,1,5,26,17,35,3,3,4
MY,4,5,5,4,5,6,6,4,5,4,3,2,2,2,22,1,10,5,10,2,1,4,12,12,16,0,2,2
PH,5,1,7,3,7,7,7,6,3,6,3,3,2,2,21,1,4,1,10,1,1,3,33,25,24,3,4,3
CA,3,4,5,7,5,6,7,7,1,6,2,3,2,2,17,2,6,1,10,2,1,0,30,7,40,3,0,4
ID,6,6,6,3,6,5,6,0,6,2,3,1,2,2,23,1,10,1,10,1,2,2,29,19,40,3,3,4
MY,6,1,6,5,6,6,5,4,4,2,2,1,2,2,17,1,10,0,10,2,1,4,5,13,11,0,2,1
MY,6,3,5,5,6,2,6,5,6,4,2,3,2,2,20,1,10,1,10,2,1,3,8,10,4,0,2,0
MY,6,7,2,7,7,7,6,7,3,7,2,3,2,2,17,1,10,0,10,2,1,6,25,27,26,2,4,3
MY,7,7,5,7,6,6,4,5,1,4,3,3,2,2,22,1,10,2,10,2,1,2,35,31,40,4,4,4
MY,3,5,5,1,4,2,5,7,6,7,3,2,1,2,19,2,10,2,70,2,1,4,8,6,19,0,0,2
MY,6,3,3,2,6,5,7,2,7,2,3,3,1,1,20,1,6,1,70,2,1,3,8,8,7,0,1,0
US,6,5,6,7,5,1,7,1,1,5,4,1,2,1,53,1,7,1,60,2,3,6,19,16,17,2,3,2
MY,5,5,6,5,5,1,5,1,4,6,3,3,2,1,22,1,10,1,10,2,1,3,9,4,5,0,0,0
ID,4,6,6,7,2,2,6,6,1,5,4,2,2,2,24,1,8,1,10,2,1,2,35,15,33,4,3,4
